ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,total,Sanitation,2020,67.06103,68626507.98122,Safely managed service
EGY,Egypt,rural,Sanitation,2020,62.73532,36733207.20593,Safely managed service
EGY,Egypt,urban,Sanitation,2020,72.84614,31893300.85441,Safely managed service
EGY,Egypt,total,Drinking water,2020,0,0,Surface water
EGY,Egypt,rural,Drinking water,2020,0,0,Surface water
EGY,Egypt,urban,Drinking water,2020,0,0,Surface water
EGY,Egypt,total,Sanitation,2020,1.058,1082701.73872,Unimproved
EGY,Egypt,rural,Sanitation,2020,1.78992,1048044.93969,Unimproved
EGY,Egypt,urban,Sanitation,2020,0.07916,34656.78565,Unimproved
EGY,Egypt,total,Drinking water,2020,0.32221,329736.73756,Unimproved
EGY,Egypt,rural,Drinking water,2020,0.33122,193939.94871,Unimproved
EGY,Egypt,urban,Drinking water,2020,0.31017,135796.78869,Unimproved
